,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
HNRNPA2B11,5.52E-11,1.013265978,0.735,0.631,7.57E-07,6,HNRNPA2B1
JAK1,5.85E-11,1.362500546,0.374,0.189,8.02E-07,6,JAK1
SUN21,8.88E-11,1.198603452,0.432,0.24,1.22E-06,6,SUN2
MRPS6,1.52E-10,1.830206969,0.329,0.153,2.09E-06,6,MRPS6
HNRNPA31,2.68E-10,0.928015346,0.503,0.3,3.67E-06,6,HNRNPA3
ARL6IP1,2.71E-10,1.381573174,0.361,0.181,3.71E-06,6,ARL6IP1
CAP12,2.93E-10,1.01467616,0.574,0.404,4.02E-06,6,CAP1
SLC9A3R11,3.17E-10,1.940934636,0.323,0.154,4.35E-06,6,SLC9A3R1
KLRG11,3.34E-10,1.659524513,0.265,0.106,4.58E-06,6,KLRG1
GNG21,3.36E-10,1.808027959,0.271,0.116,4.61E-06,6,GNG2
PRDX52,4.70E-10,0.962255208,0.523,0.344,6.44E-06,6,PRDX5
PTGER2,6.64E-10,1.575053415,0.29,0.129,9.11E-06,6,PTGER2
PRKCH,7.28E-10,1.581157849,0.271,0.118,9.98E-06,6,PRKCH
MALAT12,1.08E-09,0.316737095,1,1,1.48E-05,6,MALAT1
FLOT1,1.10E-09,1.610046882,0.258,0.106,1.51E-05,6,FLOT1
YWHAQ2,1.94E-09,1.041814462,0.458,0.279,2.65E-05,6,YWHAQ
ACTG13,3.12E-09,0.774065084,0.929,0.86,4.28E-05,6,ACTG1
POLR2G,4.90E-09,1.062872387,0.406,0.234,6.71E-05,6,POLR2G
FDPS,5.30E-09,1.456987243,0.277,0.128,7.27E-05,6,FDPS
EIF3G,5.75E-09,0.780819417,0.684,0.571,7.88E-05,6,EIF3G
SKAP1,6.74E-09,1.459340549,0.284,0.132,9.25E-05,6,SKAP1
SYTL11,7.20E-09,1.413028123,0.316,0.16,9.88E-05,6,SYTL1
TMED91,9.75E-09,1.110596589,0.413,0.243,0.000133653,6,TMED9
UBC2,9.94E-09,0.521141542,0.923,0.849,0.000136337,6,UBC
FGR2,1.09E-08,1.429020635,0.381,0.206,0.000149325,6,FGR
PSMC41,1.12E-08,1.981300864,0.316,0.159,0.000153107,6,PSMC4
LYAR1,1.22E-08,1.819691375,0.342,0.172,0.000167418,6,LYAR
MYL12B3,1.40E-08,0.507730272,0.813,0.694,0.000192534,6,MYL12B
ARPC41,2.36E-08,1.00722968,0.465,0.307,0.000323148,6,ARPC4
BTN3A21,2.88E-08,0.908925076,0.368,0.207,0.000394408,6,BTN3A2
PPIB1,2.98E-08,0.745890807,0.613,0.468,0.000408835,6,PPIB
RCN2,3.40E-08,1.35516108,0.265,0.124,0.000466271,6,RCN2
AES3,3.54E-08,0.741088032,0.671,0.482,0.000485711,6,AES
ENSA,4.11E-08,1.005127611,0.458,0.303,0.000563916,6,ENSA
HDDC2,4.91E-08,1.397778905,0.277,0.135,0.00067282,6,HDDC2
IRF1,6.71E-08,1.167219254,0.426,0.276,0.000920598,6,IRF1
DEF6,7.18E-08,2.015766799,0.29,0.148,0.00098526,6,DEF6
SCP2,7.53E-08,1.803195454,0.426,0.265,0.001033262,6,SCP2
TBCB1,8.32E-08,0.728942601,0.458,0.298,0.001140961,6,TBCB
SERPINB11,9.85E-08,0.719442461,0.516,0.356,0.001350284,6,SERPINB1
TMEM50A1,1.03E-07,0.724800045,0.419,0.257,0.001415354,6,TMEM50A
HSP90B11,1.13E-07,1.277453312,0.387,0.238,0.001555391,6,HSP90B1
RNF126,1.15E-07,1.324316399,0.297,0.153,0.001583612,6,RNF126
DSTN3,1.37E-07,1.174971115,0.335,0.19,0.001877941,6,DSTN
GIMAP73,1.62E-07,0.57396208,0.677,0.532,0.002227834,6,GIMAP7
FKBP11,1.66E-07,1.642379772,0.258,0.126,0.002273265,6,FKBP11
FAM49B1,2.03E-07,1.041207574,0.432,0.295,0.002789275,6,FAM49B
TBC1D10C,2.46E-07,0.969914969,0.445,0.293,0.003372378,6,TBC1D10C
OSTF12,2.73E-07,1.113821207,0.452,0.302,0.003745661,6,OSTF1
SDF2L1,3.01E-07,1.311239863,0.271,0.136,0.004128205,6,SDF2L1
FLNA2,3.15E-07,1.37916317,0.348,0.204,0.00431721,6,FLNA
TAP12,3.72E-07,1.063473775,0.368,0.224,0.005103786,6,TAP1
LCP12,4.20E-07,0.99894668,0.516,0.379,0.005754031,6,LCP1
ACTR3,4.29E-07,0.666159197,0.555,0.406,0.005877549,6,ACTR3
PSMB92,4.34E-07,0.659351792,0.697,0.579,0.005945458,6,PSMB9
OPTN1,4.40E-07,1.05813821,0.271,0.135,0.006040054,6,OPTN
CCDC107,4.75E-07,1.066671448,0.303,0.163,0.006511589,6,CCDC107
EVL2,6.83E-07,0.701758678,0.665,0.524,0.009361676,6,EVL
CD972,9.45E-07,1.114627659,0.361,0.217,0.012954583,6,CD97
ATP6AP21,9.45E-07,1.021333513,0.387,0.244,0.012962351,6,ATP6AP2
CDC42SE1,1.06E-06,1.030166898,0.348,0.211,0.014544066,6,CDC42SE1
SRI1,1.50E-06,0.894842978,0.4,0.259,0.02056161,6,SRI
TBCC,1.51E-06,1.008061229,0.284,0.152,0.020771866,6,TBCC
PSMB1,1.52E-06,0.756848189,0.587,0.46,0.020833304,6,PSMB1
EMP32,1.70E-06,0.57594086,0.839,0.728,0.023379706,6,EMP3
C19orf66,2.38E-06,1.193361992,0.29,0.162,0.032595735,6,C19orf66
RAB7A1,2.45E-06,0.856231884,0.432,0.306,0.033572878,6,RAB7A
GOLGA7,2.46E-06,1.107169029,0.271,0.149,0.033675043,6,GOLGA7
RBM39,2.56E-06,0.701907049,0.477,0.346,0.035074129,6,RBM39
PSMD8,2.79E-06,0.819269302,0.432,0.292,0.038227472,6,PSMD8
HLA-F1,2.98E-06,1.303807136,0.452,0.325,0.040932703,6,HLA-F
MAP1LC3B1,3.22E-06,0.945941666,0.374,0.244,0.044169779,6,MAP1LC3B
DENND2D,4.39E-06,1.411082632,0.277,0.153,0.060140116,6,DENND2D
RASSF52,4.41E-06,1.268543599,0.297,0.176,0.060449438,6,RASSF5
MIEN11,4.72E-06,1.21272542,0.297,0.174,0.064764417,6,MIEN1
TRAPPC11,4.80E-06,0.833551285,0.561,0.443,0.065875136,6,TRAPPC1
CAPZB1,5.43E-06,0.500481413,0.671,0.553,0.074455297,6,CAPZB
ARPC51,5.71E-06,0.500567074,0.639,0.521,0.078278914,6,ARPC5
PSENEN1,5.77E-06,1.151128789,0.252,0.134,0.079194216,6,PSENEN
PAIP21,6.22E-06,0.751315526,0.439,0.31,0.085268697,6,PAIP2
SEPW11,6.56E-06,0.802494907,0.374,0.247,0.0899731,6,SEPW1
DDOST,7.12E-06,1.451724598,0.303,0.182,0.097677012,6,DDOST
HSP90AA12,7.99E-06,0.740649509,0.632,0.531,0.10956304,6,HSP90AA1
WDR11,8.44E-06,1.111567131,0.381,0.255,0.115689184,6,WDR1
C19orf101,9.04E-06,1.120274323,0.335,0.211,0.124035647,6,C19orf10
RBM8A,1.05E-05,1.097854219,0.439,0.308,0.143452321,6,RBM8A
DDIT41,1.06E-05,0.920782788,0.342,0.215,0.145189761,6,DDIT4
RALY2,1.20E-05,0.708239621,0.342,0.22,0.165163548,6,RALY
GHITM,1.33E-05,0.668711102,0.484,0.367,0.182564818,6,GHITM
HMOX21,1.65E-05,1.296006352,0.29,0.177,0.226474884,6,HMOX2
RNF2131,1.66E-05,0.94000086,0.342,0.22,0.227186079,6,RNF213
CHCHD21,1.70E-05,0.401395255,0.768,0.71,0.23372537,6,CHCHD2
PDIA61,2.08E-05,0.85332856,0.355,0.233,0.285685265,6,PDIA6
P4HB2,2.25E-05,1.056771045,0.355,0.23,0.307950055,6,P4HB
ZFAND61,2.54E-05,1.1169969,0.271,0.158,0.348373305,6,ZFAND6
TMBIM61,2.57E-05,0.534907919,0.594,0.512,0.352488638,6,TMBIM6
PIM12,2.77E-05,1.23183735,0.297,0.178,0.380504189,6,PIM1
MSN2,2.91E-05,0.864982499,0.4,0.279,0.399483599,6,MSN
CD471,2.97E-05,0.706948135,0.361,0.24,0.407757627,6,CD47
DCTN31,2.99E-05,0.82164129,0.342,0.227,0.410660475,6,DCTN3
STK17A3,3.17E-05,0.788103972,0.445,0.311,0.434639293,6,STK17A
CNPY2,3.25E-05,1.091519869,0.284,0.172,0.44608085,6,CNPY2
ATF6B,3.54E-05,1.10962246,0.252,0.143,0.485442286,6,ATF6B
SELL2,3.61E-05,0.786435662,0.561,0.467,0.494838176,6,SELL
NDUFB72,3.69E-05,1.027622109,0.387,0.281,0.505771871,6,NDUFB7
CCDC121,4.00E-05,1.263276454,0.348,0.242,0.549221371,6,CCDC12
MIR1421,4.04E-05,1.270105386,0.271,0.161,0.55433475,6,MIR142
LSM1,4.16E-05,1.16620645,0.258,0.149,0.569893293,6,LSM1
CFLAR,4.48E-05,0.9358081,0.303,0.191,0.614911535,6,CFLAR
CDC42,4.56E-05,0.725758261,0.465,0.369,0.62527931,6,CDC42
SPCS22,5.87E-05,0.74712628,0.4,0.299,0.805115083,6,SPCS2
IMP3,6.00E-05,0.789859302,0.323,0.208,0.823202404,6,IMP3
CHMP2A2,6.27E-05,1.018826807,0.368,0.258,0.860129073,6,CHMP2A
TERF2IP2,6.75E-05,0.686579487,0.335,0.223,0.925312867,6,TERF2IP
ACP11,6.82E-05,0.993911159,0.342,0.23,0.935841536,6,ACP1
ENO11,6.83E-05,0.348600888,0.671,0.559,0.936828066,6,ENO1
MAF1,6.84E-05,0.657402788,0.335,0.222,0.938038045,6,MAF1
SUMO2,6.95E-05,0.466233203,0.677,0.594,0.953364171,6,SUMO2
HMGN3,7.09E-05,0.897316804,0.342,0.232,0.972240303,6,HMGN3
BAX2,7.32E-05,1.014170503,0.4,0.301,1,6,BAX
PSMA51,7.59E-05,0.81457983,0.374,0.263,1,6,PSMA5
EMC4,7.89E-05,0.952340345,0.31,0.204,1,6,EMC4
SIGIRR1,9.65E-05,1.134234385,0.329,0.22,1,6,SIGIRR
WIPF11,0.000109142,1.14154525,0.303,0.202,1,6,WIPF1
RPA22,0.000117296,0.792993291,0.284,0.176,1,6,RPA2
SEC61B,0.000124469,0.575377972,0.419,0.313,1,6,SEC61B
TMEM592,0.000139652,0.592882564,0.484,0.393,1,6,TMEM59
KDELR21,0.000141281,0.912370315,0.277,0.173,1,6,KDELR2
DOK23,0.000142689,0.891359059,0.342,0.235,1,6,DOK2
LSP12,0.000148274,0.406888309,0.652,0.54,1,6,LSP1
SRSF2,0.000163498,1.115902586,0.484,0.389,1,6,SRSF2
NDUFA61,0.000177462,1.086958913,0.258,0.161,1,6,NDUFA6
DDX53,0.000182749,0.319825631,0.884,0.81,1,6,DDX5
SRSF91,0.000185314,0.706212029,0.4,0.301,1,6,SRSF9
KLF2,0.000215044,0.615824728,0.71,0.605,1,6,KLF2
C11orf581,0.000226488,0.558126059,0.471,0.384,1,6,C11orf58
CYCS,0.00025127,0.643354709,0.419,0.312,1,6,CYCS
TPI12,0.000269254,0.459641605,0.594,0.503,1,6,TPI1
CIRBP2,0.000285422,0.713278468,0.735,0.706,1,6,CIRBP
DNAJB6,0.000288236,0.856811612,0.277,0.178,1,6,DNAJB6
PLEKHJ1,0.000303467,0.839879454,0.252,0.159,1,6,PLEKHJ1
SRSF3,0.000328407,1.075436816,0.555,0.469,1,6,SRSF3
UBE2L31,0.000363346,0.881250984,0.329,0.233,1,6,UBE2L3
VDAC3,0.000365177,0.469310927,0.258,0.165,1,6,VDAC3
NOP102,0.000376524,0.707756712,0.394,0.29,1,6,NOP10
PDAP1,0.000416149,0.896819154,0.271,0.18,1,6,PDAP1
CSNK2B2,0.000417353,1.141854219,0.419,0.337,1,6,CSNK2B
ARL6IP52,0.000425143,0.291423152,0.535,0.451,1,6,ARL6IP5
MYH91,0.000467393,0.873406797,0.277,0.184,1,6,MYH9
POLR3GL,0.000493953,0.858031869,0.29,0.202,1,6,POLR3GL
LIMD21,0.00050916,0.462083184,0.729,0.653,1,6,LIMD2
LMAN21,0.000569584,0.864402278,0.342,0.256,1,6,LMAN2
IFI16,0.000571203,0.932141401,0.265,0.172,1,6,IFI16
LCK3,0.000596366,0.484721924,0.471,0.354,1,6,LCK
TGFB12,0.000602688,0.72916077,0.29,0.195,1,6,TGFB1
HSPA83,0.000624579,0.38190895,0.716,0.673,1,6,HSPA8
RNF167,0.000641495,1.026497773,0.258,0.166,1,6,RNF167
TCF251,0.000692188,0.824364311,0.335,0.25,1,6,TCF25
PPP2R5C2,0.000755276,0.77519608,0.329,0.238,1,6,PPP2R5C
BUD311,0.000792723,0.832228395,0.335,0.252,1,6,BUD31
HMGB12,0.000795547,0.361766779,0.677,0.631,1,6,HMGB1
WSB11,0.000807825,0.805668192,0.271,0.176,1,6,WSB1
NDUFB8.1,0.000808765,0.676197906,0.471,0.397,1,6,NDUFB8.1
ARHGDIB1,0.000819366,0.401293626,0.935,0.914,1,6,ARHGDIB
ADRM11,0.00082323,0.89885025,0.258,0.171,1,6,ADRM1
SP1001,0.000824819,0.685697328,0.361,0.264,1,6,SP100
C9orf161,0.000868396,0.373796662,0.445,0.359,1,6,C9orf16
COPE2,0.000882121,0.433204789,0.516,0.433,1,6,COPE
HNRNPM1,0.000897978,0.629218319,0.4,0.307,1,6,HNRNPM
VAMP2,0.000911397,0.545649644,0.529,0.451,1,6,VAMP2
GYPC2,0.000915845,0.667280418,0.387,0.287,1,6,GYPC
TAPSAR1,0.000927135,0.788172907,0.316,0.228,1,6,TAPSAR1
C1orf1622,0.001030084,0.715595747,0.497,0.382,1,6,C1orf162
FERMT3,0.001044372,0.932371519,0.265,0.179,1,6,FERMT3
IL10RA2,0.001048833,0.713837931,0.297,0.207,1,6,IL10RA
TMEM160,0.00115105,0.871942317,0.271,0.184,1,6,TMEM160
ATP5J22,0.001268974,0.570023284,0.4,0.32,1,6,ATP5J2
CDKN2D1,0.001372943,0.666235138,0.31,0.216,1,6,CDKN2D
PTPRC2,0.001413265,0.44062506,0.523,0.451,1,6,PTPRC
RBM3,0.001484219,0.821141577,0.684,0.641,1,6,RBM3
TPM31,0.001521886,0.484919804,0.529,0.472,1,6,TPM3
CHMP51,0.001693442,0.949633888,0.297,0.217,1,6,CHMP5
SRP9,0.001742009,0.543718091,0.4,0.327,1,6,SRP9
POLR2L1,0.001777904,0.596913241,0.426,0.354,1,6,POLR2L
SUB11,0.001888058,0.767445444,0.374,0.297,1,6,SUB1
RHOA2,0.001894143,0.352301676,0.645,0.563,1,6,RHOA
BANF1,0.002023423,0.711276552,0.323,0.24,1,6,BANF1
MYO1G1,0.002376875,0.743097449,0.31,0.23,1,6,MYO1G
RBCK11,0.00240233,0.536855372,0.29,0.203,1,6,RBCK1
GLRX2,0.002912591,0.495104375,0.432,0.373,1,6,GLRX
PGAM12,0.002944202,0.781408828,0.31,0.232,1,6,PGAM1
GADD45B1,0.003101666,0.866106955,0.31,0.232,1,6,GADD45B
HNRNPF1,0.0031345,0.429986929,0.452,0.377,1,6,HNRNPF
MDH2,0.003214456,0.563767694,0.368,0.294,1,6,MDH2
PSMB72,0.003648605,0.590587973,0.381,0.311,1,6,PSMB7
HNRNPK2,0.003812809,0.369211158,0.555,0.494,1,6,HNRNPK
SLC25A31,0.004221301,0.461571266,0.574,0.523,1,6,SLC25A3
IDH21,0.004750189,0.653013848,0.252,0.18,1,6,IDH2
DNAJA1,0.004778046,1.127161583,0.361,0.292,1,6,DNAJA1
MDH11,0.004795272,0.700608154,0.31,0.232,1,6,MDH1
SKP11,0.004839937,0.344448433,0.516,0.464,1,6,SKP1
TMBIM4.11,0.00491075,0.368125319,0.361,0.287,1,6,TMBIM4.1
ICAM31,0.005033125,0.398677125,0.484,0.419,1,6,ICAM3
FAM96B,0.005034067,1.338098801,0.329,0.259,1,6,FAM96B
SRSF11,0.005205656,0.609362017,0.316,0.242,1,6,SRSF11
DECR11,0.005442286,0.648003415,0.252,0.182,1,6,DECR1
PSMA72,0.005473311,0.880666701,0.619,0.56,1,6,PSMA7
IFI352,0.005557931,0.698828758,0.252,0.177,1,6,IFI35
CEBPD2,0.005601163,0.375680649,0.31,0.219,1,6,CEBPD
PSMA2.1,0.005735254,0.457897403,0.31,0.228,1,6,PSMA2.1
SEC11A2,0.005832622,0.463772195,0.4,0.326,1,6,SEC11A
UBE2L63,0.005933827,0.406179922,0.413,0.342,1,6,UBE2L6
SNRPB1,0.005962174,0.501040273,0.406,0.344,1,6,SNRPB
EID1,0.006001814,0.556557681,0.497,0.428,1,6,EID1
MPHOSPH8,0.006129028,0.671810998,0.284,0.21,1,6,MPHOSPH8
ZNF207,0.006206604,0.716634179,0.252,0.179,1,6,ZNF207
NDUFA14,0.0064344,0.538075388,0.4,0.329,1,6,NDUFA1
CSK1,0.006794584,1.226724673,0.284,0.216,1,6,CSK
RPS19BP1,0.006903643,1.463851652,0.31,0.241,1,6,RPS19BP1
NDUFS81,0.007188143,1.210346812,0.31,0.235,1,6,NDUFS8
MRPL51,0.007489439,0.687156256,0.265,0.2,1,6,MRPL51
CORO1A1,0.007501281,0.315559704,0.813,0.806,1,6,CORO1A
MRPL341,0.007610084,0.711284651,0.258,0.191,1,6,MRPL34
ARHGEF11,0.007783529,0.812722937,0.297,0.236,1,6,ARHGEF1
ECH1,0.007791408,0.584689266,0.335,0.265,1,6,ECH1
PSMD41,0.008037209,0.598194444,0.342,0.282,1,6,PSMD4
COX6A11,0.008373105,0.57660061,0.51,0.479,1,6,COX6A1
ICAM21,0.008526513,0.972114828,0.297,0.236,1,6,ICAM2
C20orf242,0.008609933,0.389539586,0.381,0.305,1,6,C20orf24
ARHGDIA1,0.008636695,0.725595152,0.355,0.285,1,6,ARHGDIA
Sep 06,0.00886267,0.665064751,0.277,0.204,1,6,Sep 06
MBNL1,0.009160031,0.650014247,0.284,0.214,1,6,MBNL1
CIB11,0.009182801,0.494613903,0.452,0.409,1,6,CIB1
EIF4H,0.009194639,0.648793351,0.29,0.227,1,6,EIF4H
H3F3A2,0.009912746,0.330898596,0.465,0.381,1,6,H3F3A
FCER1A,1.48E-220,7.633833161,0.812,0.011,2.03E-216,7,FCER1A
SERPINF1,1.46E-207,8.02657339,0.5,0.002,2.00E-203,7,SERPINF1
CLEC10A,3.02E-138,6.068099257,0.688,0.015,4.14E-134,7,CLEC10A
ENHO,6.94E-134,6.106650141,0.438,0.005,9.52E-130,7,ENHO
CLIC2,2.26E-103,6.615581807,0.281,0.002,3.10E-99,7,CLIC2
CD1C,2.17E-80,4.761873475,0.562,0.02,2.98E-76,7,CD1C
HLA-DQB2,2.40E-52,3.359384098,0.469,0.021,3.29E-48,7,HLA-DQB2
CACNA2D3,4.89E-51,3.918869022,0.375,0.014,6.71E-47,7,CACNA2D3
UPK3A,8.75E-43,4.400664993,0.281,0.009,1.20E-38,7,UPK3A
PHACTR1,7.71E-42,2.754909638,0.562,0.04,1.06E-37,7,PHACTR1
HLA-DQA21,2.74E-37,3.23016037,0.844,0.116,3.75E-33,7,HLA-DQA2
BASP1,5.09E-37,3.429112967,0.375,0.02,6.98E-33,7,BASP1
PLD4,5.97E-37,3.82177155,0.531,0.041,8.19E-33,7,PLD4
LGMN,1.40E-36,3.980368233,0.281,0.011,1.92E-32,7,LGMN
NDRG2,2.60E-36,3.691475673,0.344,0.017,3.57E-32,7,NDRG2
PON2,8.79E-36,4.0631099,0.25,0.009,1.21E-31,7,PON2
CPVL2,1.42E-34,2.87842487,0.812,0.107,1.95E-30,7,CPVL
CCDC88A,2.45E-33,2.950172109,0.406,0.026,3.37E-29,7,CCDC88A
HLA-DQA11,1.84E-31,3.161918772,0.969,0.209,2.52E-27,7,HLA-DQA1
CD331,2.65E-31,2.733324256,0.625,0.067,3.64E-27,7,CD33
GSN,7.71E-31,3.033186814,0.5,0.045,1.06E-26,7,GSN
RPS6KA4,1.34E-30,2.85451137,0.469,0.038,1.83E-26,7,RPS6KA4
SULF2,3.91E-28,3.243078889,0.406,0.033,5.36E-24,7,SULF2
HLA-DOA,4.72E-27,2.883805057,0.281,0.016,6.47E-23,7,HLA-DOA
CD1D,5.29E-27,2.612288987,0.5,0.05,7.26E-23,7,CD1D
RNASE61,9.33E-26,2.246844317,0.688,0.094,1.28E-21,7,RNASE6
LMO2,1.02E-24,3.320480048,0.312,0.022,1.40E-20,7,LMO2
HLA-DQB11,2.96E-24,2.853689971,0.906,0.233,4.06E-20,7,HLA-DQB1
P2RY13,1.76E-23,3.998180921,0.25,0.015,2.42E-19,7,P2RY13
HLA-DRB53,4.36E-23,2.687065871,1,0.343,5.98E-19,7,HLA-DRB5
PPP1R14A,1.02E-22,2.270958647,0.281,0.019,1.40E-18,7,PPP1R14A
CSF2RA,3.76E-22,2.705041892,0.344,0.029,5.15E-18,7,CSF2RA
HLA-DMA2,4.45E-22,2.014282297,0.969,0.257,6.11E-18,7,HLA-DMA
SEMA4A,4.69E-22,2.64816486,0.375,0.035,6.43E-18,7,SEMA4A
HLA-DRB13,5.96E-22,2.774838674,1,0.453,8.18E-18,7,HLA-DRB1
ALDH21,6.89E-22,3.483274373,0.656,0.105,9.44E-18,7,ALDH2
CD302,7.80E-22,3.215703241,0.5,0.06,1.07E-17,7,CD302
HLA-DPA13,8.75E-22,2.764823991,1,0.487,1.20E-17,7,HLA-DPA1
CST32,1.31E-21,2.618262125,1,0.391,1.79E-17,7,CST3
MYCL,1.49E-21,3.500334446,0.25,0.016,2.04E-17,7,MYCL
HLA-DPB13,1.67E-21,2.990125804,1,0.513,2.28E-17,7,HLA-DPB1
GNA15,3.03E-21,2.930693894,0.281,0.021,4.15E-17,7,GNA15
SPATS2L,5.87E-21,2.746783817,0.312,0.026,8.05E-17,7,SPATS2L
SYK,6.06E-21,1.883817058,0.562,0.075,8.31E-17,7,SYK
IL1B1,1.08E-20,2.346334766,0.531,0.074,1.47E-16,7,IL1B
PPP1R14B,2.09E-20,3.889410653,0.25,0.017,2.87E-16,7,PPP1R14B
KLF42,4.70E-20,2.222630874,0.656,0.114,6.45E-16,7,KLF4
HLA-DMB2,6.31E-20,1.864113332,0.844,0.173,8.66E-16,7,HLA-DMB
YIF1B,7.85E-20,2.218253401,0.5,0.065,1.08E-15,7,YIF1B
HLA-DRA3,8.09E-20,2.590959059,1,0.555,1.11E-15,7,HLA-DRA
ZNF385A,1.60E-19,2.537212752,0.406,0.046,2.19E-15,7,ZNF385A
LILRB41,3.40E-19,3.075176519,0.406,0.048,4.66E-15,7,LILRB4
GRN2,5.61E-19,1.745166464,0.938,0.234,7.69E-15,7,GRN
C10orf128,3.04E-18,2.713861724,0.25,0.019,4.17E-14,7,C10orf128
CD741,7.63E-18,2.345474508,1,0.842,1.05E-13,7,CD74
TRIM33,1.06E-17,2.176489944,0.312,0.03,1.45E-13,7,TRIM33
C12orf45,1.07E-17,1.680927637,0.344,0.036,1.47E-13,7,C12orf45
HAVCR21,1.20E-17,1.6326909,0.375,0.042,1.65E-13,7,HAVCR2
CCDC50,1.20E-17,2.806315287,0.406,0.051,1.65E-13,7,CCDC50
IGSF62,1.30E-17,1.885478368,0.594,0.103,1.78E-13,7,IGSF6
LAP32,2.29E-17,1.802065293,0.75,0.148,3.14E-13,7,LAP3
BLNK,4.24E-17,1.663307047,0.344,0.037,5.82E-13,7,BLNK
CTSH2,4.99E-17,1.761381322,0.781,0.17,6.84E-13,7,CTSH
CAPG2,1.48E-16,1.902868776,0.875,0.225,2.03E-12,7,CAPG
STK38L,4.82E-16,2.547931837,0.25,0.022,6.60E-12,7,STK38L
RNF1302,6.55E-16,1.672780866,0.781,0.173,8.99E-12,7,RNF130
ARF3,7.06E-16,1.726948184,0.531,0.086,9.68E-12,7,ARF3
ID1,9.40E-16,2.75926013,0.406,0.058,1.29E-11,7,ID1
AP1S22,1.40E-15,1.732638337,0.938,0.29,1.92E-11,7,AP1S2
SPINT2,1.76E-15,1.903839552,0.688,0.149,2.42E-11,7,SPINT2
RGS1,1.88E-15,1.628440619,0.562,0.099,2.58E-11,7,RGS1
FAM105A,5.05E-15,2.109893536,0.406,0.057,6.93E-11,7,FAM105A
VCL,9.83E-15,2.101798854,0.312,0.036,1.35E-10,7,VCL
LGALS21,1.56E-14,1.281179701,0.812,0.206,2.14E-10,7,LGALS2
TNFAIP2,7.32E-14,1.684489647,0.406,0.061,1.00E-09,7,TNFAIP2
TPM4,7.33E-14,1.176505224,0.625,0.124,1.01E-09,7,TPM4
MGST2,7.39E-14,2.379316563,0.281,0.032,1.01E-09,7,MGST2
H2AFY2,7.51E-14,1.356219548,0.938,0.29,1.03E-09,7,H2AFY
LY862,8.79E-14,1.594392746,0.75,0.185,1.21E-09,7,LY86
FABP5,1.03E-13,2.782874564,0.281,0.033,1.41E-09,7,FABP5
UBL7,2.33E-13,1.512422974,0.5,0.087,3.20E-09,7,UBL7
DDAH2,2.47E-13,2.168953125,0.406,0.065,3.39E-09,7,DDAH2
TGFBI2,2.89E-13,1.760318844,0.531,0.102,3.96E-09,7,TGFBI
IFI302,4.05E-13,1.317657065,0.688,0.159,5.55E-09,7,IFI30
GPX11,5.15E-13,1.436354828,1,0.416,7.07E-09,7,GPX1
FDFT1,5.27E-13,1.614703645,0.594,0.122,7.22E-09,7,FDFT1
FUOM,5.67E-13,2.088814125,0.406,0.065,7.78E-09,7,FUOM
IGFLR1,9.31E-13,1.531485307,0.438,0.073,1.28E-08,7,IGFLR1
LSP13,1.03E-12,1.255629067,1,0.541,1.41E-08,7,LSP1
MNDA2,1.46E-12,1.715945225,0.562,0.121,2.01E-08,7,MNDA
PTPRE,1.68E-12,1.530656346,0.469,0.084,2.30E-08,7,PTPRE
FCGRT2,1.79E-12,1.301988461,0.812,0.226,2.45E-08,7,FCGRT
GSTP11,4.02E-12,1.552494983,1,0.453,5.51E-08,7,GSTP1
SPI12,6.76E-12,1.254249092,0.781,0.207,9.27E-08,7,SPI1
TAF10,6.89E-12,1.264887399,0.312,0.044,9.45E-08,7,TAF10
RAB22A,7.69E-12,1.746723147,0.312,0.043,1.05E-07,7,RAB22A
NME1-NME2,9.22E-12,1.474632922,0.375,0.059,1.26E-07,7,NME1-NME2
LYZ1,9.49E-12,1.739446115,0.969,0.6,1.30E-07,7,LYZ
CFP2,9.84E-12,1.95988205,0.75,0.201,1.35E-07,7,CFP
SCAMP4,1.00E-11,1.88124113,0.281,0.036,1.37E-07,7,SCAMP4
CD861,1.21E-11,1.853927166,0.344,0.053,1.66E-07,7,CD86
KLF10,1.37E-11,2.292744494,0.281,0.038,1.88E-07,7,KLF10
HSH2D,1.83E-11,1.257221449,0.438,0.079,2.51E-07,7,HSH2D
SAMHD12,1.91E-11,1.326521612,0.812,0.236,2.62E-07,7,SAMHD1
TPP1,1.94E-11,1.585842484,0.469,0.09,2.66E-07,7,TPP1
BID2,2.03E-11,1.209181128,0.75,0.2,2.78E-07,7,BID
LGALS92,2.18E-11,1.31534618,0.688,0.169,2.99E-07,7,LGALS9
REPIN1,2.63E-11,1.725555617,0.344,0.054,3.61E-07,7,REPIN1
ANXA22,3.33E-11,1.507575534,0.938,0.431,4.57E-07,7,ANXA2
ERCC11,4.33E-11,1.435404779,0.531,0.114,5.93E-07,7,ERCC1
VIM2,5.42E-11,1.387189752,1,0.799,7.43E-07,7,VIM
NECAP1,5.64E-11,1.623736107,0.312,0.046,7.74E-07,7,NECAP1
BZW2,6.36E-11,1.506942377,0.438,0.081,8.73E-07,7,BZW2
POMP1,6.73E-11,1.432154894,0.625,0.151,9.22E-07,7,POMP
ITM2C,7.10E-11,2.732804793,0.344,0.058,9.73E-07,7,ITM2C
AMICA12,7.71E-11,1.58009305,0.781,0.257,1.06E-06,7,AMICA1
